date,store_id,store_name,city,product_id,product_name,category,shelf_life_days,quantity_on_hand,days_until_expiry,freshness_score,at_risk_cost,at_risk_co2_kg,risk_level
2025-12-09,10,Dock Street Grocery,Harbor Town,9,Watermelon,Fruits,14,3.9,6,0.43,11.7,1.17,medium
2025-12-27,10,Dock Street Grocery,Harbor Town,134,Hummus 300g,Deli,14,7.8,6,0.43,11.7,6.24,medium
2025-12-28,7,Valley Organics,Green Valley,11,Pineapple,Fruits,7,5.8,6,0.86,11.6,3.48,medium
2025-12-29,7,Valley Organics,Green Valley,4,Oranges,Fruits,14,11.6,6,0.43,11.6,5.8,medium
2025-12-11,5,FreshMart Valley,Green Valley,147,Tofu 400g,Deli,10,7.7,6,0.6,11.55,15.4,medium
2025-12-24,10,Dock Street Grocery,Harbor Town,17,Kiwi,Fruits,14,7.7,6,0.43,11.55,7.7,medium
2025-12-07,8,Harbor Fresh,Harbor Town,16,Limes,Fruits,14,12.8,6,0.43,11.52,5.12,medium
2025-12-11,3,GreenGrocer Central,Metro City,28,Lettuce - Iceberg,Vegetables,7,14.4,6,0.86,11.52,7.2,medium
2025-12-24,10,Dock Street Grocery,Harbor Town,15,Lemons,Fruits,21,14.4,6,0.29,11.52,4.32,medium
2025-12-08,3,GreenGrocer Central,Metro City,65,Sausages 500g,Meat,7,4.6,6,0.86,11.5,36.8,medium
2025-12-31,8,Harbor Fresh,Harbor Town,45,Sweet Potatoes,Vegetables,21,11.5,6,0.29,11.5,5.75,medium
2025-12-02,10,Dock Street Grocery,Harbor Town,84,Tortillas 10pk,Bakery,14,7.6,6,0.43,11.4,5.32,medium
2025-12-02,10,Dock Street Grocery,Harbor Town,25,Broccoli,Vegetables,7,7.6,6,0.86,11.4,6.84,medium
2025-12-27,5,FreshMart Valley,Green Valley,1,Bananas,Fruits,7,14.1,6,0.86,11.28,12.69,medium
2025-12-10,4,SuperSave East,Metro City,11,Pineapple,Fruits,7,5.6,6,0.86,11.2,3.36,medium
2025-12-18,6,Nature's Best,Green Valley,26,Cauliflower,Vegetables,7,7.0,6,0.86,11.2,5.6,medium
2025-12-14,10,Dock Street Grocery,Harbor Town,39,Eggplant,Vegetables,7,8.6,6,0.86,11.18,6.02,medium
2025-12-10,10,Dock Street Grocery,Harbor Town,53,Cream Cheese 200g,Dairy,14,6.2,6,0.43,11.16,31.0,medium
2025-12-26,2,FreshMart Uptown,Metro City,116,Mayonnaise 500ml,Pantry,90,7.4,6,0.07,11.1,14.8,medium
2025-12-23,1,FreshMart Downtown,Metro City,31,Bell Peppers - Green,Vegetables,10,9.2,6,0.6,11.04,7.36,medium
2025-12-03,3,GreenGrocer Central,Metro City,68,Ham Sliced 200g,Meat,10,5.5,6,0.6,11.0,44.0,medium
2025-12-05,7,Valley Organics,Green Valley,13,Peaches,Fruits,7,6.1,6,0.86,10.98,3.05,medium
2025-12-28,9,Seaside Market,Harbor Town,13,Peaches,Fruits,7,6.1,6,0.86,10.98,3.05,medium
2025-12-24,3,GreenGrocer Central,Metro City,4,Oranges,Fruits,14,10.9,6,0.43,10.9,5.45,medium
2025-12-06,5,FreshMart Valley,Green Valley,15,Lemons,Fruits,21,13.6,6,0.29,10.88,4.08,medium
2025-12-08,3,GreenGrocer Central,Metro City,25,Broccoli,Vegetables,7,7.2,6,0.86,10.8,6.48,medium
2025-12-16,3,GreenGrocer Central,Metro City,36,Green Beans,Vegetables,7,9.0,6,0.86,10.8,4.5,medium
2025-12-23,6,Nature's Best,Green Valley,29,Lettuce - Romaine,Vegetables,7,10.8,6,0.86,10.8,5.4,medium
2025-12-10,2,FreshMart Uptown,Metro City,10,Mangoes,Fruits,8,4.3,6,0.75,10.75,6.45,medium
2025-12-21,10,Dock Street Grocery,Harbor Town,3,Apples - Green,Fruits,21,8.2,6,0.29,10.66,3.28,medium
2025-12-23,10,Dock Street Grocery,Harbor Town,87,Orange Juice 1L,Beverages,10,7.1,6,0.6,10.65,4.97,medium
2025-12-28,6,Nature's Best,Green Valley,11,Pineapple,Fruits,7,5.3,6,0.86,10.6,3.18,medium
2025-12-31,1,FreshMart Downtown,Metro City,33,Zucchini,Vegetables,7,10.6,6,0.86,10.6,3.18,medium
2025-12-10,8,Harbor Fresh,Harbor Town,88,Apple Juice 1L,Beverages,10,8.8,6,0.6,10.56,4.4,medium
2025-12-29,7,Valley Organics,Green Valley,26,Cauliflower,Vegetables,7,6.6,6,0.86,10.56,5.28,medium
2025-12-24,4,SuperSave East,Metro City,54,Heavy Cream 500ml,Dairy,10,4.2,6,0.6,10.5,16.8,medium
2025-12-30,7,Valley Organics,Green Valley,32,Cucumbers,Vegetables,7,17.5,6,0.86,10.5,7.0,medium
2025-12-06,10,Dock Street Grocery,Harbor Town,15,Lemons,Fruits,21,13.1,6,0.29,10.48,3.93,medium
2025-12-09,1,FreshMart Downtown,Metro City,28,Lettuce - Iceberg,Vegetables,7,13.1,6,0.86,10.48,6.55,medium
2025-12-03,10,Dock Street Grocery,Harbor Town,11,Pineapple,Fruits,7,5.2,6,0.86,10.4,3.12,medium
2025-12-22,10,Dock Street Grocery,Harbor Town,45,Sweet Potatoes,Vegetables,21,10.4,6,0.29,10.4,5.2,medium
2025-12-30,7,Valley Organics,Green Valley,28,Lettuce - Iceberg,Vegetables,7,13.0,6,0.86,10.4,6.5,medium
2025-12-02,3,GreenGrocer Central,Metro City,38,Cabbage,Vegetables,14,20.6,6,0.43,10.3,4.12,medium
2025-12-13,5,FreshMart Valley,Green Valley,57,Sour Cream 200ml,Dairy,14,10.3,6,0.43,10.3,30.9,medium
2025-12-31,1,FreshMart Downtown,Metro City,29,Lettuce - Romaine,Vegetables,7,10.3,6,0.86,10.3,5.15,medium
2025-12-28,10,Dock Street Grocery,Harbor Town,32,Cucumbers,Vegetables,7,17.1,6,0.86,10.26,6.84,medium
2025-12-29,2,FreshMart Uptown,Metro City,54,Heavy Cream 500ml,Dairy,10,4.1,6,0.6,10.25,16.4,medium
2025-12-02,8,Harbor Fresh,Harbor Town,147,Tofu 400g,Deli,10,6.8,6,0.6,10.2,13.6,medium
2025-12-08,5,FreshMart Valley,Green Valley,6,Blueberries,Fruits,7,3.4,6,0.86,10.2,2.72,medium
2025-12-10,7,Valley Organics,Green Valley,6,Blueberries,Fruits,7,3.4,6,0.86,10.2,2.72,medium
2025-12-14,10,Dock Street Grocery,Harbor Town,29,Lettuce - Romaine,Vegetables,7,10.2,6,0.86,10.2,5.1,medium
2025-12-16,7,Valley Organics,Green Valley,36,Green Beans,Vegetables,7,8.5,6,0.86,10.2,4.25,medium
2025-12-17,5,FreshMart Valley,Green Valley,29,Lettuce - Romaine,Vegetables,7,10.2,6,0.86,10.2,5.1,medium
2025-12-15,2,FreshMart Uptown,Metro City,26,Cauliflower,Vegetables,7,6.3,6,0.86,10.08,5.04,medium
2025-12-12,1,FreshMart Downtown,Metro City,30,Bell Peppers - Red,Vegetables,10,6.7,6,0.6,10.05,6.03,medium
2025-12-13,1,FreshMart Downtown,Metro City,147,Tofu 400g,Deli,10,6.7,6,0.6,10.05,13.4,medium
2025-12-29,8,Harbor Fresh,Harbor Town,33,Zucchini,Vegetables,7,10.0,6,0.86,10.0,3.0,medium
2025-12-10,10,Dock Street Grocery,Harbor Town,36,Green Beans,Vegetables,7,8.3,6,0.86,9.96,4.15,medium
2025-12-14,10,Dock Street Grocery,Harbor Town,147,Tofu 400g,Deli,10,6.6,6,0.6,9.9,13.2,medium
2025-12-30,7,Valley Organics,Green Valley,17,Kiwi,Fruits,14,6.6,6,0.43,9.9,6.6,medium
2025-12-07,10,Dock Street Grocery,Harbor Town,148,Tempeh 300g,Deli,10,4.9,6,0.6,9.8,4.9,medium
2025-12-04,2,FreshMart Uptown,Metro City,39,Eggplant,Vegetables,7,7.5,6,0.86,9.75,5.25,medium
2025-12-29,10,Dock Street Grocery,Harbor Town,54,Heavy Cream 500ml,Dairy,10,3.9,6,0.6,9.75,15.6,medium
2025-12-01,2,FreshMart Uptown,Metro City,11,Pineapple,Fruits,7,4.8,6,0.86,9.6,2.88,medium
2025-12-03,1,FreshMart Downtown,Metro City,11,Pineapple,Fruits,7,4.8,6,0.86,9.6,2.88,medium
2025-12-14,6,Nature's Best,Green Valley,147,Tofu 400g,Deli,10,6.4,6,0.6,9.6,12.8,medium
2025-12-15,9,Seaside Market,Harbor Town,26,Cauliflower,Vegetables,7,6.0,6,0.86,9.6,4.8,medium
2025-12-13,5,FreshMart Valley,Green Valley,50,Greek Yogurt 500g,Dairy,14,6.3,6,0.43,9.45,15.75,medium
2025-12-29,3,GreenGrocer Central,Metro City,47,Skim Milk 1L,Dairy,7,10.5,6,0.86,9.45,29.4,medium
2025-12-19,9,Seaside Market,Harbor Town,33,Zucchini,Vegetables,7,9.4,6,0.86,9.4,2.82,medium
2025-12-27,4,SuperSave East,Metro City,7,Grapes - Red,Fruits,10,4.7,6,0.6,9.4,3.29,medium
2025-12-05,10,Dock Street Grocery,Harbor Town,39,Eggplant,Vegetables,7,7.2,6,0.86,9.36,5.04,medium
2025-12-01,3,GreenGrocer Central,Metro City,56,Cottage Cheese 250g,Dairy,10,6.2,6,0.6,9.3,21.7,medium
2025-12-03,10,Dock Street Grocery,Harbor Town,18,Pomegranate,Fruits,21,3.7,6,0.29,9.25,2.96,medium
2025-12-16,4,SuperSave East,Metro City,65,Sausages 500g,Meat,7,3.7,6,0.86,9.25,29.6,medium
2025-12-05,10,Dock Street Grocery,Harbor Town,148,Tempeh 300g,Deli,10,4.6,6,0.6,9.2,4.6,medium
2025-12-15,10,Dock Street Grocery,Harbor Town,147,Tofu 400g,Deli,10,6.1,6,0.6,9.15,12.2,medium
2025-12-10,2,FreshMart Uptown,Metro City,26,Cauliflower,Vegetables,7,5.7,6,0.86,9.12,4.56,medium
2025-12-02,9,Seaside Market,Harbor Town,39,Eggplant,Vegetables,7,7.0,6,0.86,9.1,4.9,medium
2025-12-23,10,Dock Street Grocery,Harbor Town,28,Lettuce - Iceberg,Vegetables,7,11.3,6,0.86,9.04,5.65,medium
2025-12-14,5,FreshMart Valley,Green Valley,39,Eggplant,Vegetables,7,6.9,6,0.86,8.97,4.83,medium
2025-12-30,5,FreshMart Valley,Green Valley,28,Lettuce - Iceberg,Vegetables,7,11.1,6,0.86,8.88,5.55,medium
2025-12-05,5,FreshMart Valley,Green Valley,147,Tofu 400g,Deli,10,5.9,6,0.6,8.85,11.8,medium
2025-12-15,1,FreshMart Downtown,Metro City,37,Celery,Vegetables,14,12.6,6,0.43,8.82,3.78,medium
2025-12-03,6,Nature's Best,Green Valley,44,Radishes,Vegetables,10,11.0,6,0.6,8.8,2.2,medium
2025-12-06,8,Harbor Fresh,Harbor Town,32,Cucumbers,Vegetables,7,14.6,6,0.86,8.76,5.84,medium
2025-12-12,9,Seaside Market,Harbor Town,39,Eggplant,Vegetables,7,6.7,6,0.86,8.71,4.69,medium
2025-12-27,1,FreshMart Downtown,Metro City,47,Skim Milk 1L,Dairy,7,9.6,6,0.86,8.64,26.88,medium
2025-12-27,10,Dock Street Grocery,Harbor Town,33,Zucchini,Vegetables,7,8.6,6,0.86,8.6,2.58,medium
2025-12-07,4,SuperSave East,Metro City,39,Eggplant,Vegetables,7,6.5,6,0.86,8.45,4.55,medium
2025-12-21,2,FreshMart Uptown,Metro City,56,Cottage Cheese 250g,Dairy,10,5.6,6,0.6,8.4,19.6,medium
2025-12-27,1,FreshMart Downtown,Metro City,14,Pears,Fruits,14,6.4,6,0.43,8.32,1.92,medium
2025-12-17,1,FreshMart Downtown,Metro City,88,Apple Juice 1L,Beverages,10,6.9,6,0.6,8.28,3.45,medium
2025-12-28,5,FreshMart Valley,Green Valley,11,Pineapple,Fruits,7,4.1,6,0.86,8.2,2.46,medium
2025-12-13,7,Valley Organics,Green Valley,14,Pears,Fruits,14,6.3,6,0.43,8.19,1.89,medium
2025-12-07,9,Seaside Market,Harbor Town,14,Pears,Fruits,14,6.2,6,0.43,8.06,1.86,medium
2025-12-20,4,SuperSave East,Metro City,14,Pears,Fruits,14,6.2,6,0.43,8.06,1.86,medium
2025-12-11,1,FreshMart Downtown,Metro City,57,Sour Cream 200ml,Dairy,14,8.0,6,0.43,8.0,24.0,medium
2025-12-06,3,GreenGrocer Central,Metro City,56,Cottage Cheese 250g,Dairy,10,5.3,6,0.6,7.95,18.55,medium
2025-12-08,5,FreshMart Valley,Green Valley,15,Lemons,Fruits,21,9.9,6,0.29,7.92,2.97,medium
2025-12-08,8,Harbor Fresh,Harbor Town,1,Bananas,Fruits,7,9.9,6,0.86,7.92,8.91,medium
2025-12-30,8,Harbor Fresh,Harbor Town,47,Skim Milk 1L,Dairy,7,8.8,6,0.86,7.92,24.64,medium
2025-12-11,10,Dock Street Grocery,Harbor Town,32,Cucumbers,Vegetables,7,13.1,6,0.86,7.86,5.24,medium
2025-12-22,3,GreenGrocer Central,Metro City,1,Bananas,Fruits,7,9.7,6,0.86,7.76,8.73,medium
2025-12-15,10,Dock Street Grocery,Harbor Town,33,Zucchini,Vegetables,7,7.7,6,0.86,7.7,2.31,medium
2025-12-24,9,Seaside Market,Harbor Town,51,Plain Yogurt 500g,Dairy,14,6.4,6,0.43,7.68,12.8,medium
2025-12-28,2,FreshMart Uptown,Metro City,26,Cauliflower,Vegetables,7,4.8,6,0.86,7.68,3.84,medium
2025-12-15,7,Valley Organics,Green Valley,39,Eggplant,Vegetables,7,5.9,6,0.86,7.67,4.13,medium
2025-12-04,5,FreshMart Valley,Green Valley,17,Kiwi,Fruits,14,5.1,6,0.43,7.65,5.1,medium
2025-12-30,7,Valley Organics,Green Valley,120,Frozen Vegetables 500g,Frozen,365,5.1,6,0.02,7.65,4.08,medium
2025-12-02,5,FreshMart Valley,Green Valley,33,Zucchini,Vegetables,7,7.6,6,0.86,7.6,2.28,medium
2025-12-03,7,Valley Organics,Green Valley,30,Bell Peppers - Red,Vegetables,10,5.0,6,0.6,7.5,4.5,medium
2025-12-30,7,Valley Organics,Green Valley,134,Hummus 300g,Deli,14,5.0,6,0.43,7.5,4.0,medium
2025-12-13,4,SuperSave East,Metro City,146,Fresh Herbs - Parsley,Vegetables,7,7.4,6,0.86,7.4,1.48,medium
2025-12-15,5,FreshMart Valley,Green Valley,11,Pineapple,Fruits,7,3.7,6,0.86,7.4,2.22,medium
2025-12-15,10,Dock Street Grocery,Harbor Town,57,Sour Cream 200ml,Dairy,14,7.4,6,0.43,7.4,22.2,medium
2025-12-17,8,Harbor Fresh,Harbor Town,16,Limes,Fruits,14,8.2,6,0.43,7.38,3.28,medium
2025-12-21,10,Dock Street Grocery,Harbor Town,32,Cucumbers,Vegetables,7,12.3,6,0.86,7.38,4.92,medium
2025-12-11,3,GreenGrocer Central,Metro City,32,Cucumbers,Vegetables,7,12.1,6,0.86,7.26,4.84,medium
2025-12-15,1,FreshMart Downtown,Metro City,11,Pineapple,Fruits,7,3.6,6,0.86,7.2,2.16,medium
2025-12-08,7,Valley Organics,Green Valley,14,Pears,Fruits,14,5.5,6,0.43,7.15,1.65,medium
2025-12-20,6,Nature's Best,Green Valley,32,Cucumbers,Vegetables,7,11.9,6,0.86,7.14,4.76,medium
2025-12-20,1,FreshMart Downtown,Metro City,44,Radishes,Vegetables,10,8.9,6,0.6,7.12,1.78,medium
2025-12-04,4,SuperSave East,Metro City,134,Hummus 300g,Deli,14,4.7,6,0.43,7.05,3.76,medium
2025-12-05,4,SuperSave East,Metro City,148,Tempeh 300g,Deli,10,3.5,6,0.6,7.0,3.5,medium
2025-12-15,6,Nature's Best,Green Valley,38,Cabbage,Vegetables,14,14.0,6,0.43,7.0,2.8,medium
2025-12-17,1,FreshMart Downtown,Metro City,21,Tomatoes,Vegetables,10,7.0,6,0.6,7.0,9.8,medium
2025-12-19,1,FreshMart Downtown,Metro City,11,Pineapple,Fruits,7,3.5,6,0.86,7.0,2.1,medium
2025-12-03,8,Harbor Fresh,Harbor Town,44,Radishes,Vegetables,10,8.6,6,0.6,6.88,1.72,medium
2025-12-16,5,FreshMart Valley,Green Valley,24,Carrots,Vegetables,21,9.7,6,0.29,6.79,3.88,medium
2025-12-15,5,FreshMart Valley,Green Valley,10,Mangoes,Fruits,8,2.7,6,0.75,6.75,4.05,medium
2025-12-17,5,FreshMart Valley,Green Valley,87,Orange Juice 1L,Beverages,10,4.5,6,0.6,6.75,3.15,medium
2025-12-05,10,Dock Street Grocery,Harbor Town,146,Fresh Herbs - Parsley,Vegetables,7,6.7,6,0.86,6.7,1.34,medium
2025-12-01,4,SuperSave East,Metro City,44,Radishes,Vegetables,10,8.3,6,0.6,6.64,1.66,medium
2025-12-05,9,Seaside Market,Harbor Town,44,Radishes,Vegetables,10,8.3,6,0.6,6.64,1.66,medium
2025-12-09,9,Seaside Market,Harbor Town,134,Hummus 300g,Deli,14,4.4,6,0.43,6.6,3.52,medium
2025-12-25,7,Valley Organics,Green Valley,16,Limes,Fruits,14,7.3,6,0.43,6.57,2.92,medium
2025-12-06,6,Nature's Best,Green Valley,44,Radishes,Vegetables,10,8.1,6,0.6,6.48,1.62,medium
2025-12-15,2,FreshMart Uptown,Metro City,36,Green Beans,Vegetables,7,5.4,6,0.86,6.48,2.7,medium
2025-12-14,3,GreenGrocer Central,Metro City,38,Cabbage,Vegetables,14,12.8,6,0.43,6.4,2.56,medium
2025-12-10,1,FreshMart Downtown,Metro City,37,Celery,Vegetables,14,9.1,6,0.43,6.37,2.73,medium
2025-12-30,1,FreshMart Downtown,Metro City,39,Eggplant,Vegetables,7,4.9,6,0.86,6.37,3.43,medium
2025-12-07,3,GreenGrocer Central,Metro City,28,Lettuce - Iceberg,Vegetables,7,7.9,6,0.86,6.32,3.95,medium
2025-12-06,5,FreshMart Valley,Green Valley,16,Limes,Fruits,14,7.0,6,0.43,6.3,2.8,medium
2025-12-08,9,Seaside Market,Harbor Town,14,Pears,Fruits,14,4.8,6,0.43,6.24,1.44,medium
2025-12-26,10,Dock Street Grocery,Harbor Town,16,Limes,Fruits,14,6.9,6,0.43,6.21,2.76,medium
2025-12-22,5,FreshMart Valley,Green Valley,57,Sour Cream 200ml,Dairy,14,6.2,6,0.43,6.2,18.6,medium
2025-12-27,1,FreshMart Downtown,Metro City,38,Cabbage,Vegetables,14,12.4,6,0.43,6.2,2.48,medium
2025-12-28,10,Dock Street Grocery,Harbor Town,148,Tempeh 300g,Deli,10,3.1,6,0.6,6.2,3.1,medium
2025-12-06,8,Harbor Fresh,Harbor Town,33,Zucchini,Vegetables,7,6.1,6,0.86,6.1,1.83,medium
2025-12-21,6,Nature's Best,Green Valley,146,Fresh Herbs - Parsley,Vegetables,7,6.1,6,0.86,6.1,1.22,medium
2025-12-27,6,Nature's Best,Green Valley,15,Lemons,Fruits,21,7.6,6,0.29,6.08,2.28,medium
2025-12-17,10,Dock Street Grocery,Harbor Town,29,Lettuce - Romaine,Vegetables,7,5.9,6,0.86,5.9,2.95,medium
2025-12-15,8,Harbor Fresh,Harbor Town,36,Green Beans,Vegetables,7,4.9,6,0.86,5.88,2.45,medium
2025-12-09,5,FreshMart Valley,Green Valley,56,Cottage Cheese 250g,Dairy,10,3.9,6,0.6,5.85,13.65,medium
2025-12-30,5,FreshMart Valley,Green Valley,44,Radishes,Vegetables,10,7.3,6,0.6,5.84,1.46,medium
2025-12-11,10,Dock Street Grocery,Harbor Town,37,Celery,Vegetables,14,8.3,6,0.43,5.81,2.49,medium
2025-12-20,10,Dock Street Grocery,Harbor Town,146,Fresh Herbs - Parsley,Vegetables,7,5.8,6,0.86,5.8,1.16,medium
2025-12-13,3,GreenGrocer Central,Metro City,44,Radishes,Vegetables,10,7.2,6,0.6,5.76,1.44,medium
2025-12-09,6,Nature's Best,Green Valley,32,Cucumbers,Vegetables,7,9.5,6,0.86,5.7,3.8,medium
2025-12-30,10,Dock Street Grocery,Harbor Town,21,Tomatoes,Vegetables,10,5.7,6,0.6,5.7,7.98,medium
2025-12-06,8,Harbor Fresh,Harbor Town,57,Sour Cream 200ml,Dairy,14,5.6,6,0.43,5.6,16.8,medium
2025-12-08,5,FreshMart Valley,Green Valley,16,Limes,Fruits,14,6.2,6,0.43,5.58,2.48,medium
2025-12-31,8,Harbor Fresh,Harbor Town,44,Radishes,Vegetables,10,6.9,6,0.6,5.52,1.38,medium
2025-12-11,6,Nature's Best,Green Valley,69,Salami 150g,Meat,21,2.2,6,0.29,5.5,17.6,medium
2025-12-24,8,Harbor Fresh,Harbor Town,1,Bananas,Fruits,7,6.8,6,0.86,5.44,6.12,medium
2025-12-10,10,Dock Street Grocery,Harbor Town,17,Kiwi,Fruits,14,3.6,6,0.43,5.4,3.6,medium
2025-12-30,1,FreshMart Downtown,Metro City,146,Fresh Herbs - Parsley,Vegetables,7,5.4,6,0.86,5.4,1.08,medium
2025-12-16,7,Valley Organics,Green Valley,24,Carrots,Vegetables,21,7.5,6,0.29,5.25,3.0,medium
2025-12-19,6,Nature's Best,Green Valley,8,Grapes - Green,Fruits,10,2.5,6,0.6,5.25,1.75,medium
2025-12-09,3,GreenGrocer Central,Metro City,13,Peaches,Fruits,7,2.9,6,0.86,5.22,1.45,medium
2025-12-27,3,GreenGrocer Central,Metro City,45,Sweet Potatoes,Vegetables,21,5.1,6,0.29,5.1,2.55,medium
2025-12-03,9,Seaside Market,Harbor Town,148,Tempeh 300g,Deli,10,2.5,6,0.6,5.0,2.5,medium
2025-12-13,3,GreenGrocer Central,Metro City,37,Celery,Vegetables,14,7.1,6,0.43,4.97,2.13,medium
2025-12-18,6,Nature's Best,Green Valley,37,Celery,Vegetables,14,7.1,6,0.43,4.97,2.13,medium
2025-12-04,1,FreshMart Downtown,Metro City,29,Lettuce - Romaine,Vegetables,7,4.9,6,0.86,4.9,2.45,medium
2025-12-15,3,GreenGrocer Central,Metro City,148,Tempeh 300g,Deli,10,2.4,6,0.6,4.8,2.4,medium
2025-12-19,1,FreshMart Downtown,Metro City,29,Lettuce - Romaine,Vegetables,7,4.8,6,0.86,4.8,2.4,medium
2025-12-28,2,FreshMart Uptown,Metro City,6,Blueberries,Fruits,7,1.6,6,0.86,4.8,1.28,medium
2025-12-22,5,FreshMart Valley,Green Valley,146,Fresh Herbs - Parsley,Vegetables,7,4.7,6,0.86,4.7,0.94,medium
2025-12-14,10,Dock Street Grocery,Harbor Town,53,Cream Cheese 200g,Dairy,14,2.6,6,0.43,4.68,13.0,medium
2025-12-24,9,Seaside Market,Harbor Town,44,Radishes,Vegetables,10,5.8,6,0.6,4.64,1.16,medium
2025-12-14,8,Harbor Fresh,Harbor Town,146,Fresh Herbs - Parsley,Vegetables,7,4.6,6,0.86,4.6,0.92,medium
2025-12-11,8,Harbor Fresh,Harbor Town,16,Limes,Fruits,14,5.0,6,0.43,4.5,2.0,medium
2025-12-16,3,GreenGrocer Central,Metro City,29,Lettuce - Romaine,Vegetables,7,4.4,6,0.86,4.4,2.2,medium
2025-12-30,3,GreenGrocer Central,Metro City,146,Fresh Herbs - Parsley,Vegetables,7,4.4,6,0.86,4.4,0.88,medium
2025-12-17,4,SuperSave East,Metro City,147,Tofu 400g,Deli,10,2.9,6,0.6,4.35,5.8,medium
2025-12-28,3,GreenGrocer Central,Metro City,13,Peaches,Fruits,7,2.4,6,0.86,4.32,1.2,medium
2025-12-10,10,Dock Street Grocery,Harbor Town,37,Celery,Vegetables,14,6.0,6,0.43,4.2,1.8,medium
2025-12-07,9,Seaside Market,Harbor Town,31,Bell Peppers - Green,Vegetables,10,3.3,6,0.6,3.96,2.64,medium
2025-12-25,7,Valley Organics,Green Valley,38,Cabbage,Vegetables,14,7.9,6,0.43,3.95,1.58,medium
2025-12-21,9,Seaside Market,Harbor Town,134,Hummus 300g,Deli,14,2.6,6,0.43,3.9,2.08,medium
2025-12-09,3,GreenGrocer Central,Metro City,37,Celery,Vegetables,14,5.5,6,0.43,3.85,1.65,medium
2025-12-05,7,Valley Organics,Green Valley,44,Radishes,Vegetables,10,4.8,6,0.6,3.84,0.96,medium
2025-12-30,1,FreshMart Downtown,Metro City,44,Radishes,Vegetables,10,4.8,6,0.6,3.84,0.96,medium
2025-12-05,10,Dock Street Grocery,Harbor Town,11,Pineapple,Fruits,7,1.9,6,0.86,3.8,1.14,medium
2025-12-14,1,FreshMart Downtown,Metro City,146,Fresh Herbs - Parsley,Vegetables,7,3.8,6,0.86,3.8,0.76,medium
2025-12-28,6,Nature's Best,Green Valley,148,Tempeh 300g,Deli,10,1.9,6,0.6,3.8,1.9,medium
2025-12-09,6,Nature's Best,Green Valley,44,Radishes,Vegetables,10,4.7,6,0.6,3.76,0.94,medium
2025-12-18,1,FreshMart Downtown,Metro City,15,Lemons,Fruits,21,4.7,6,0.29,3.76,1.41,medium
2025-12-29,10,Dock Street Grocery,Harbor Town,37,Celery,Vegetables,14,5.3,6,0.43,3.71,1.59,medium
2025-12-18,9,Seaside Market,Harbor Town,44,Radishes,Vegetables,10,4.6,6,0.6,3.68,0.92,medium
2025-12-28,10,Dock Street Grocery,Harbor Town,68,Ham Sliced 200g,Meat,10,1.8,6,0.6,3.6,14.4,medium
2025-12-19,5,FreshMart Valley,Green Valley,54,Heavy Cream 500ml,Dairy,10,1.4,6,0.6,3.5,5.6,medium
2025-12-31,6,Nature's Best,Green Valley,33,Zucchini,Vegetables,7,3.5,6,0.86,3.5,1.05,medium
2025-12-13,3,GreenGrocer Central,Metro City,146,Fresh Herbs - Parsley,Vegetables,7,3.4,6,0.86,3.4,0.68,medium
2025-12-20,8,Harbor Fresh,Harbor Town,39,Eggplant,Vegetables,7,2.6,6,0.86,3.38,1.82,medium
2025-12-19,2,FreshMart Uptown,Metro City,44,Radishes,Vegetables,10,4.2,6,0.6,3.36,0.84,medium
2025-12-24,4,SuperSave East,Metro City,51,Plain Yogurt 500g,Dairy,14,2.8,6,0.43,3.36,5.6,medium
2025-12-01,2,FreshMart Uptown,Metro City,146,Fresh Herbs - Parsley,Vegetables,7,3.3,6,0.86,3.3,0.66,medium
2025-12-12,1,FreshMart Downtown,Metro City,36,Green Beans,Vegetables,7,2.7,6,0.86,3.24,1.35,medium
2025-12-14,4,SuperSave East,Metro City,16,Limes,Fruits,14,3.6,6,0.43,3.24,1.44,medium
2025-12-25,5,FreshMart Valley,Green Valley,146,Fresh Herbs - Parsley,Vegetables,7,3.2,6,0.86,3.2,0.64,medium
2025-12-04,3,GreenGrocer Central,Metro City,32,Cucumbers,Vegetables,7,5.2,6,0.86,3.12,2.08,medium
2025-12-08,7,Valley Organics,Green Valley,16,Limes,Fruits,14,3.1,6,0.43,2.79,1.24,medium
2025-12-15,9,Seaside Market,Harbor Town,16,Limes,Fruits,14,2.8,6,0.43,2.52,1.12,medium
2025-12-26,6,Nature's Best,Green Valley,146,Fresh Herbs - Parsley,Vegetables,7,2.4,6,0.86,2.4,0.48,medium
2025-12-17,9,Seaside Market,Harbor Town,57,Sour Cream 200ml,Dairy,14,2.3,6,0.43,2.3,6.9,medium
2025-12-08,8,Harbor Fresh,Harbor Town,18,Pomegranate,Fruits,21,0.9,6,0.29,2.25,0.72,medium
2025-12-26,1,FreshMart Downtown,Metro City,146,Fresh Herbs - Parsley,Vegetables,7,2.1,6,0.86,2.1,0.42,medium
2025-12-29,3,GreenGrocer Central,Metro City,37,Celery,Vegetables,14,2.9,6,0.43,2.03,0.87,medium
2025-12-15,10,Dock Street Grocery,Harbor Town,148,Tempeh 300g,Deli,10,1.0,6,0.6,2.0,1.0,medium
2025-12-21,6,Nature's Best,Green Valley,29,Lettuce - Romaine,Vegetables,7,2.0,6,0.86,2.0,1.0,medium
2025-12-24,1,FreshMart Downtown,Metro City,111,Lentils 500g,Pantry,365,2.0,6,0.02,2.0,1.8,medium
